,flux,z,f,enz,met_concentration,reaction,gpr
I2FE2SS,0.0002023109136984326,1.0,-9999.0,7.880688042818911e-07,;iscssh_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;fe2_c : 4.999999992621096e-07;h_c : 1.0;iscs_c : 4.999999992621096e-07;iscu_c : 4.999999992621096e-07;iscu_2fe2s_c : 4.999999992621096e-07;fadh2_c : 4.999999992621096e-07,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s_c,b2530 and b2529
DMPPS,0.00019665186716141356,1.0,60.46163304516836,3.618385644769731e-07,;h2o_c : 1.0;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468;dmpp_c : 4.999999992621096e-07;h2mb4p_c : 4.999999992621096e-07;h_c : 1.0,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,b0029
DMATT,0.00019665186716141353,1.0,72.1477949898632,2.5043648326692656e-07,;ppi_c : 3.4549857648675275e-05;ipdp_c : 2.126078843351882e-05;dmpp_c : 4.999999992621096e-07;grdp_c : 4.999999992621096e-07,dmpp_c + ipdp_c --> grdp_c + ppi_c,b0421
GRTT,0.00019665186716141353,1.0,73.84779498986319,2.158756152693923e-07,;grdp_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;ipdp_c : 2.126078843351882e-05;frdp_c : 4.999999992621096e-07,grdp_c + ipdp_c --> frdp_c + ppi_c,b0421
I2FE2SS2,0.00018391901245312054,1.0,-9999.0,7.044757568960941e-07,;iscssh_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;fe2_c : 4.999999992621096e-07;h_c : 1.0;iscs_c : 4.999999992621096e-07;iscu_2fe2s_c : 4.999999992621096e-07;fadh2_c : 4.999999992621096e-07;iscu_2fe2s2_c : 4.999999992621096e-07,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c,b2530 and b2529
I4FE4SR,0.00018391901245312054,1.0,-9999.0,6.209585639525281e-08,;fadh2_c : 4.999999992621096e-07;fad_c : 0.02000000000856292;iscu_2fe2s2_c : 4.999999992621096e-07;h_c : 1.0;iscu_4fe4s_c : 4.999999992621096e-07,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c,b2529
I4FE4ST,0.00018391901245312054,1.0,-9999.0,1.612850601597896e-07,;iscu_c : 4.999999992621096e-07;4fe4s_c : 4.999999992621096e-07;iscu_4fe4s_c : 4.999999992621096e-07;h_c : 1.0,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,b2529 and b2528
DM_5drib_c,0.00015916068385366753,1.0,-9999.0,-9999.0,;5drib_c : 4.999999992621096e-07,5drib_c --> ,
5DOAN,0.00015916068385366753,1.0,48.11782831146,8.364759934806254e-08,;h2o_c : 1.0;dad_5_c : 4.999999992621096e-07;5drib_c : 4.999999992621096e-07;ade_c : 4.999999992621096e-07,dad_5_c + h2o_c --> 5drib_c + ade_c,b0159
FCLT,0.00015774592221941275,1.0,-9999.0,1.6055182468603053e-07,;ppp9_c : 4.999999992621096e-07;pheme_c : 4.999999992621096e-07;fe2_c : 4.999999992621096e-07;h_c : 1.0,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,b2431 or b0475 or b1019
CPPPGO,0.00015774592221941275,1.0,363.089107327316,2.5236642772339873e-07,;h_c : 1.0;h2o_c : 1.0;o2_c : 4.999999992621096e-07;cpppg3_c : 4.999999992621096e-07;pppg9_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05,cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,b2436
PPPGO3,0.00015774592221941275,1.0,-9999.0,2.8577722825992764e-07,;ppp9_c : 4.999999992621096e-07;fum_c : 3.2432556969979344e-05;pppg9_c : 4.999999992621096e-07;succ_c : 4.999999992621096e-07,3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c,b3850
UPPDC1,0.00015774592221941275,1.0,125.41387127755203,7.255290370678127e-08,;cpppg3_c : 4.999999992621096e-07;h_c : 1.0;uppg3_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05,4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c,b3997
TYRL,0.00015774592221941275,1.0,-9999.0,1.0483466655167893e-07,;amet_c : 2.4999999952401825e-05;4crsol_c : 4.999999992621096e-07;met__L_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916;tyr__L_c : 2.8428375133944798e-05;h_c : 1.0;dhgly_c : 4.999999992621096e-07;dad_5_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292,amet_c + nadph_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_c,b3991
DM_4crsol_c,0.00015774592221941275,1.0,-9999.0,-9999.0,;4crsol_c : 4.999999992621096e-07,4crsol_c --> ,
PDX5PO2,0.00015774592221940725,1.0,-14.571280018435047,-9999.0,;pdx5p_c : 0.02000000000856292;pydx5p_c : 0.009244035041012004;nadh_c : 0.0007084583731630467;h_c : 1.0;nad_c : 0.007084583731630468,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c,
SHCHF,0.00015774592221940725,1.0,-9999.0,5.369786939666256e-07,;scl_c : 4.999999992621096e-07;fe2_c : 4.999999992621096e-07;h_c : 1.0;sheme_c : 4.999999992621096e-07,fe2_c + scl_c --> 3.0 h_c + sheme_c,b3368
AMPMS2,0.00015774592221940725,1.0,275.56018452244626,4.616032752883435e-07,;h2o_c : 1.0;nadh_c : 0.0007084583731630467;nad_c : 0.007084583731630468;air_c : 4.999999992621096e-07;h_c : 1.0;4ampm_c : 0.02000000000856292;for_c : 1.3202831987207005e-05,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,b3994
OPHHX3,0.00015774592221940725,1.0,126.85075748741507,-9999.0,;h2o_c : 1.0;nad_c : 0.007084583731630468;2oph_c : 4.999999992621096e-07;h_c : 1.0;nadh_c : 0.0007084583731630467;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;2ohph_c : 4.999999992621096e-07;adp_c : 5.411968104158752e-06,2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,
HBZOPT,0.00015774592221940725,1.0,67.17651497142813,1.6781730755917206e-07,;octdp_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;4hbz_c : 4.999999992621096e-07;3ophb_c : 4.999999992621096e-07,4hbz_c + octdp_c --> 3ophb_c + ppi_c,b4040
4HTHRA_reverse,0.00015774592221940725,1.0,-8.189107329895,3.933348544270765e-07,;gly_c : 4.999999992621096e-07;gcald_c : 0.02000000000856292;4hthr_c : 4.999999992621096e-07,gcald_c + gly_c --> 4hthr_c,b0870
PDX5PS,0.00015774592221940725,1.0,268.1905729624049,1.12807063174147e-06,;h2o_c : 1.0;nad_c : 0.007084583731630468;dxyl5p_c : 0.017653863672229177;phthr_c : 6.872994218902995e-07;co2_c : 9.9999999997618e-05;h_c : 1.0;nadh_c : 0.0007084583731630467;pi_c : 4.999999992620972e-07;pdx5p_c : 0.02000000000856292,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,b2564 and b0052
OPHBDC,0.00015774592221940725,1.0,31.85346781938801,1.4498552293904862e-06,;2oph_c : 4.999999992621096e-07;h_c : 1.0;3ophb_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05,3ophb_c + h_c --> 2oph_c + co2_c,b3843
UPP3MT,0.00015774592221940725,1.0,-9999.0,5.39184746169672e-07,;ahcys_c : 4.999999992621096e-07;amet_c : 2.4999999952401825e-05;h_c : 1.0;uppg3_c : 4.999999992621096e-07;dscl_c : 4.999999992621096e-07,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c,b3368
THZPSN3,0.00015774592221940725,1.0,-9999.0,4.383029657059489e-06,;nadp_c : 0.0020000000008562916;h2o_c : 1.0;iscssh_c : 4.999999992621096e-07;dxyl5p_c : 0.017653863672229177;co2_c : 9.9999999997618e-05;iscs_c : 4.999999992621096e-07;h_c : 1.0;amp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;4mpetz_c : 4.999999992621096e-07;dhgly_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;nadph_c : 0.02000000000856292,atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_c + ppi_c,b3992 and b3990 and b0423 and b2530 and b4407
TMPK,0.00015774592221940725,1.0,-9999.0,8.939505086328448e-08,;adp_c : 5.411968104158752e-06;thmpp_c : 4.999999992621096e-07;atp_c : 5.411968104158758e-05;thmmp_c : 4.999999992621096e-07,atp_c + thmmp_c --> adp_c + thmpp_c,b0417
CHRPL,0.00015774592221940725,1.0,132.64256103687032,6.072931765305915e-08,;pyr_c : 1.3223265105347658e-05;chor_c : 0.0002094683955967488;4hbz_c : 4.999999992621096e-07,chor_c --> 4hbz_c + pyr_c,b4039 or b1096
OCTDPS,0.00015774592221940725,1.0,369.238974949316,3.7195484684139927e-07,;octdp_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;frdp_c : 4.999999992621096e-07;ipdp_c : 2.126078843351882e-05,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,b3187
SHCHD2,0.00015774592221940725,1.0,-9999.0,3.686388749622576e-07,;dscl_c : 4.999999992621096e-07;nadh_c : 0.0007084583731630467;h_c : 1.0;nad_c : 0.007084583731630468;scl_c : 4.999999992621096e-07,dscl_c + nad_c --> h_c + nadh_c + scl_c,b3368
4HTHRK,0.00015774592221940725,1.0,19.917827311444594,1.653754677678687e-07,;adp_c : 5.411968104158752e-06;phthr_c : 6.872994218902995e-07;h_c : 1.0;atp_c : 5.411968104158758e-05;4hthr_c : 4.999999992621096e-07,4hthr_c + atp_c --> adp_c + h_c + phthr_c,b0003
TMPPP,0.00015774592221940725,1.0,17.28616194469494,3.894715112320429e-08,;2mahmp_c : 0.005312146223730341;ppi_c : 3.4549857648675275e-05;4mpetz_c : 4.999999992621096e-07;h_c : 1.0;thmmp_c : 4.999999992621096e-07,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,b3993
FMNAT,0.00015774592221940437,1.0,7.976514971428143,1.975345011854041e-07,;fmn_c : 0.0015589253735582406;ppi_c : 3.4549857648675275e-05;h_c : 1.0;atp_c : 5.411968104158758e-05;fad_c : 0.02000000000856292,atp_c + fmn_c + h_c --> fad_c + ppi_c,b0025
RBFK,0.00015774592221940437,1.0,10.51929294653339,2.1462645192348633e-07,;fmn_c : 0.0015589253735582406;ribflv_c : 0.02000000000856292;adp_c : 5.411968104158752e-06;atp_c : 5.411968104158758e-05;h_c : 1.0,atp_c + ribflv_c --> adp_c + fmn_c + h_c,b0025
PMPK,0.00015774592221939887,1.0,12.757440963129847,7.169577203906951e-05,;2mahmp_c : 0.005312146223730341;adp_c : 5.411968104158752e-06;4ampm_c : 0.02000000000856292;atp_c : 5.411968104158758e-05,4ampm_c + atp_c --> 2mahmp_c + adp_c,b2103
UDCPDPS,3.8905944942006276e-05,1.0,572.9823599189056,9.595917416501437e-08,;frdp_c : 4.999999992621096e-07;ppi_c : 3.4549857648675275e-05;ipdp_c : 2.126078843351882e-05;udcpdp_c : 4.999999992621096e-07,frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c,b0174
I2FE2ST,1.980666287956683e-05,1.0,-9999.0,1.1483799529560045e-08,;iscu_c : 4.999999992621096e-07;iscu_2fe2s_c : 4.999999992621096e-07;h_c : 1.0;2fe2s_c : 4.999999992621096e-07,4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c,b2529 and b2528
COBALT2tpp,1.768452042818467e-05,1.0,-9999.0,-9999.0,;cobalt2_c : 4.999999992621096e-07;cobalt2_p : 1.0,cobalt2_p --> cobalt2_c,b3040 or b3816
COBALT2tex,1.768452042818467e-05,1.0,-9999.0,-9999.0,;cobalt2_e : 1.0;cobalt2_p : 1.0,cobalt2_e --> cobalt2_p,b1377 or b0241 or b0929 or b2215
EX_cobalt2_e_reverse,1.768452042818467e-05,1.0,-9999.0,-9999.0,;cobalt2_e : 1.0, --> cobalt2_e,
MOBDabcpp,4.951665719891707e-06,1.0,-9999.0,-9999.0,;h2o_c : 1.0;mobd_c : 4.999999992621096e-07;pi_c : 4.999999992620972e-07;mobd_p : 1.0;atp_c : 5.411968104158758e-05;adp_c : 5.411968104158752e-06;h_c : 1.0,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,( b2424 and b2422 and b2423 and b3917 ) or ( b0765 and b0764 and b0763 ) or ( b2423 and b2425 and b2422 and b2424 )
EX_mobd_e_reverse,4.951665719891707e-06,1.0,-9999.0,-9999.0,;mobd_e : 1.0, --> mobd_e,
MOBDtex,4.951665719891707e-06,1.0,-9999.0,-9999.0,;mobd_e : 1.0;mobd_p : 1.0,mobd_e --> mobd_p,b1377 or b0241 or b0929 or b2215
MEOHtex_reverse,1.4147616342547735e-06,1.0,-9999.0,-9999.0,;meoh_p : 1.0;meoh_e : 1.0,meoh_p --> meoh_e,b2215 or b0929 or b1377 or b0241
BTS5,1.4147616342547735e-06,1.0,-9999.0,2.185365672135968e-09,;amet_c : 2.4999999952401825e-05;met__L_c : 4.999999992621096e-07;2fe2s_c : 4.999999992621096e-07;h_c : 1.0;2fe1s_c : 4.999999992621096e-07;dtbt_c : 7.039223691605074e-05;dad_5_c : 4.999999992621096e-07;btn_c : 4.999999992621096e-07,2fe2s_c + amet_c + dtbt_c --> 2fe1s_c + btn_c + dad_5_c + h_c + met__L_c,b0775
I2FE2SR,1.4147616342547735e-06,1.0,-9999.0,5.675216875688785e-09,;iscu_c : 4.999999992621096e-07;iscssh_c : 4.999999992621096e-07;2fe1s_c : 4.999999992621096e-07;iscu_2fe2s_c : 4.999999992621096e-07;h_c : 1.0;iscs_c : 4.999999992621096e-07,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c,b2529 and b2530
OGMEACPS,1.4147616342547735e-06,1.0,-9999.0,3.5835747386499034e-09,;malcoame_c : 4.999999992621096e-07;coa_c : 4.999999992621096e-07;ogmeACP_c : 4.999999992621096e-07;malACP_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05;h_c : 1.0,h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c,b1091
DBTS,1.4147616342547735e-06,1.0,30.57254182509201,6.77614681473344e-07,;pi_c : 4.999999992620972e-07;atp_c : 5.411968104158758e-05;dtbt_c : 7.039223691605074e-05;adp_c : 5.411968104158752e-06;dann_c : 0.02000000000856292;h_c : 1.0;co2_c : 9.9999999997618e-05,atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,b0778
MALCOAMT,1.4147616342547735e-06,1.0,-9999.0,1.7710011537804594e-09,;malcoame_c : 4.999999992621096e-07;amet_c : 2.4999999952401825e-05;malcoa_c : 4.999999992621096e-07;ahcys_c : 4.999999992621096e-07,amet_c + malcoa_c --> ahcys_c + malcoame_c,b0777
EGMEACPR,1.4147616342547735e-06,1.0,-9999.0,3.835978498324928e-09,;gmeACP_c : 4.999999992621096e-07;nadp_c : 0.0020000000008562916;egmeACP_c : 4.999999992621096e-07;h_c : 1.0;nadph_c : 0.02000000000856292,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c,b1288
OPMEACPD,1.4147616342547735e-06,1.0,-9999.0,4.751939175533767e-09,;epmeACP_c : 4.999999992621096e-07;h2o_c : 1.0;hpmeACP_c : 4.999999992621096e-07,hpmeACP_c --> epmeACP_c + h2o_c,b0180
EX_meoh_e,1.4147616342547735e-06,1.0,-9999.0,-9999.0,;meoh_e : 1.0,meoh_e --> ,
EPMEACPR,1.4147616342547735e-06,1.0,-9999.0,2.0705926023464545e-09,;nadp_c : 0.0020000000008562916;pmeACP_c : 4.999999992621096e-07;h_c : 1.0;nadph_c : 0.02000000000856292;epmeACP_c : 4.999999992621096e-07,epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c,b1288
AMAOTr,1.4147616342547735e-06,1.0,11.389107329895001,1.3146562782573668e-07,;amet_c : 2.4999999952401825e-05;dann_c : 0.02000000000856292;8aonn_c : 0.02000000000856292;amob_c : 4.999999992621096e-07,8aonn_c + amet_c --> amob_c + dann_c,b0774
DM_amob_c,1.4147616342547735e-06,1.0,-9999.0,-9999.0,;amob_c : 4.999999992621096e-07,amob_c --> ,
MEOHtrpp_reverse,1.4147616342547735e-06,1.0,-9999.0,-9999.0,;meoh_p : 1.0;meoh_c : 4.999999992621096e-07,meoh_c --> meoh_p,s0001
OPMEACPR,1.4147616342547735e-06,1.0,-9999.0,1.884400657769529e-09,;nadp_c : 0.0020000000008562916;hpmeACP_c : 4.999999992621096e-07;h_c : 1.0;nadph_c : 0.02000000000856292;opmeACP_c : 4.999999992621096e-07,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c,b1093
PMEACPE,1.4147616342547735e-06,1.0,-9999.0,1.1887010772418211e-10,;meoh_c : 4.999999992621096e-07;h2o_c : 1.0;pimACP_c : 4.999999992621096e-07;pmeACP_c : 4.999999992621096e-07,h2o_c + pmeACP_c --> meoh_c + pimACP_c,b3412
OGMEACPD,1.4147616342547735e-06,1.0,-9999.0,4.255889212311638e-09,;h2o_c : 1.0;egmeACP_c : 4.999999992621096e-07;hgmeACP_c : 4.999999992621096e-07,hgmeACP_c --> egmeACP_c + h2o_c,b0180
AOXSr2,1.4147616342547735e-06,1.0,-9999.0,3.897288928814891e-09,;pimACP_c : 4.999999992621096e-07;ala__L_c : 4.999999992621096e-07;ACP_c : 4.999999992621096e-07;8aonn_c : 0.02000000000856292;co2_c : 9.9999999997618e-05,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c,b0776
OGMEACPR,1.4147616342547735e-06,1.0,-9999.0,1.947529309526306e-09,;nadp_c : 0.0020000000008562916;hgmeACP_c : 4.999999992621096e-07;nadph_c : 0.02000000000856292;ogmeACP_c : 4.999999992621096e-07;h_c : 1.0,h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c,b1093
OPMEACPS,1.4147616342547735e-06,1.0,-9999.0,5.326143018991764e-09,;h_c : 1.0;ACP_c : 4.999999992621096e-07;opmeACP_c : 4.999999992621096e-07;gmeACP_c : 4.999999992621096e-07;malACP_c : 4.999999992621096e-07;co2_c : 9.9999999997618e-05,gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c,b2323
